Hypo-dense region intensity (minimum),Hyper-dense region intensity (maximum),Total signal energy in the tumor,Tissue heterogeneity (entropy),Interquartile intensity range,Tissue uniformity (kurtosis),Average tissue density,Median tissue density,Density variance,Edge sharpness (contrast),Tissue texture correlation,Small uniform tissue regions,Tumor texture complexity,"Tumor classification (e.g., pituitary tumor)"
8.8,106.4,217676.0,2.2331103257992053,62.0,1.9610813072043096,48.33898305084746,35.0,1352.7664464234415,0.8,0.7802642769103365,0.7004751461988304,0.4166666666666667,pituitary_tumor
10.400000000000002,87.6,313584.0,2.187290084743632,51.0,3.069173239905966,48.96774193548387,52.0,974.0312174817896,0.6662087912087911,0.7524722952105867,0.7366499042145593,0.3091620626151012,pituitary_tumor
8.0,157.2,895429.0,2.9070402656056564,84.5,2.5240492463197746,78.05102040816327,61.0,3045.06882548938,3.3105517848164907,0.5927670630675278,0.8929629629629628,0.6562785388127854,pituitary_tumor
35.7,113.6,708319.0,2.059333465271767,47.5,2.858478523820581,83.7159090909091,98.0,1040.7261105371902,0.4077380952380952,0.8939252643367737,0.8069234006734006,0.1743865453542873,pituitary_tumor
36.0,111.0,896322.0,2.139076292580123,43.0,5.664812751238099,82.34234234234235,88.0,1294.711630549468,0.9375879538418236,0.8270983946001774,0.7280690314727875,0.299737004950495,pituitary_tumor
12.0,90.0,311730.0,2.1764812051919287,46.0,3.0978734670507877,52.91358024691358,55.0,1048.6715439719558,0.8111111111111111,0.7957927672833998,0.7721280602636535,0.4221998658618376,pituitary_tumor
42.4,212.80000000000004,1742597.0,3.176224043066854,88.5,2.4757419409398347,126.816091954023,136.0,3947.529396221429,2.452922077922078,0.7817842256316035,0.8914473684210527,0.1425458370904719,pituitary_tumor
5.9,70.4,87326.0,1.8517466951919597,51.25,3.365963276889562,35.8,33.0,901.51,0.9285714285714286,0.2555120678408348,0.6855555555555556,0.4547413793103448,pituitary_tumor
11.4,202.8,2318156.0,3.123000984070736,93.0,2.0740303923806365,119.408,128.0,4286.977535999999,1.165296052631579,0.9338081210424564,0.8740209020902091,0.1640538546661748,pituitary_tumor
29.0,98.6,131866.0,1.9925514718675008,33.5,5.14438783811023,62.74074074074074,57.0,947.5253772290808,0.3214285714285714,0.5297049441786283,0.7163742690058479,0.1666666666666666,pituitary_tumor
43.8,141.2,323587.0,2.398277896735804,81.75,1.6482930227540855,95.56666666666666,89.0,1653.2455555555564,0.9142857142857144,0.7757243674955959,0.7717391304347826,0.1891304347826087,pituitary_tumor
9.0,88.70000000000005,172762.0,2.1861237221697336,38.75,2.833005997581819,45.13793103448276,37.5,941.2223543400712,0.4611111111111111,0.8589211242535646,0.8712024582560297,0.508480825958702,pituitary_tumor
15.0,101.70000000000002,448507.0,2.2609480801027506,53.25,2.56507346554838,61.09782608695652,66.5,1142.1317344045367,0.6198717948717949,0.8086385659591946,0.7643298059964727,0.2186181434599156,pituitary_tumor
29.0,101.8,250879.0,2.0633213933580703,20.0,3.1672550594146154,61.69090909090909,58.0,755.6680991735536,0.3933531746031746,0.4450000811385357,0.8537996395139253,0.289855072463768,pituitary_tumor
14.0,83.20000000000002,272045.0,2.092479637899604,38.5,2.597188874331048,51.70886075949367,51.0,769.8013138920043,0.4298611111111111,0.815084103582672,0.8037595785440613,0.8627300613496931,pituitary_tumor
9.9,89.0,186902.0,1.8923594927675351,20.75,2.6834121970865645,50.5,51.0,564.7833333333334,0.2722222222222222,0.785923617248918,0.7627777777777778,0.5287037037037037,pituitary_tumor
19.700000000000006,75.0,218897.0,1.776795099557417,24.75,2.9508036947541045,50.44594594594594,50.0,413.2741051862674,0.3222222222222222,0.7309776895231744,0.7770390070921986,0.5586900129701686,pituitary_tumor
42.6,78.4,598745.0,1.4570613977000555,19.0,5.241162333248063,63.68613138686131,69.0,314.4781288294528,0.1731617647058823,0.7404776618350644,0.743578741342969,0.2739623448866067,pituitary_tumor
37.3,73.70000000000002,742541.0,1.3840827992125817,17.75,4.370770703996119,59.58247422680412,64.0,277.45969284727386,0.2409891513339789,0.7176014087658311,0.7529969962522046,0.6885491606714628,pituitary_tumor
53.0,95.0,759412.0,1.532386050752697,20.0,3.4597271073752807,71.04964539007092,69.0,337.8485991650319,0.2796428571428571,0.6382620601005454,0.7407155118601749,1.3062381852551983,pituitary_tumor
48.6,106.4,843818.0,1.8954629546047643,33.0,2.9485922619412444,75.06569343065694,70.0,524.397144227183,0.33450311942959,0.7971136883852848,0.7143946145951494,0.3768726591760299,pituitary_tumor
40.0,85.0,812177.0,1.7588490712598854,25.0,3.701264344991471,63.84153005464481,64.0,362.3847233419929,0.3534337944664031,0.6098731348510682,0.7470433616676786,0.6351744186046513,pituitary_tumor
22.5,72.5,168732.0,1.6659713774993137,20.5,7.500865583904215,40.89473684210526,33.0,547.7783933518007,0.8417542016806723,0.4896471896145229,0.7433426643697961,0.8627873563218389,pituitary_tumor
44.0,83.10000000000001,609617.0,1.6870816265994617,20.75,3.8333116205642415,66.22307692307692,69.5,303.86562130177515,0.4143557422969187,0.5359436593105403,0.7544928694369314,0.3998209635416666,pituitary_tumor
36.400000000000006,83.60000000000001,506381.0,1.9697017444578253,22.0,3.960094198849377,69.23157894736842,75.0,537.3147922437672,0.3552807486631016,0.8122496582525627,0.752431623931624,0.2067617295308187,pituitary_tumor
14.0,64.0,196855.0,1.726485226153896,32.75,2.741511253177196,47.06944444444444,54.0,518.5646219135803,0.4806818181818181,0.685084469916864,0.8091739004629629,0.4872787610619469,pituitary_tumor
35.0,70.4,261633.0,1.5501476174335145,14.5,4.547644292158872,54.9493670886076,54.0,292.377183143727,0.59375,0.4519939744263012,0.7916666666666666,0.5753311258278146,pituitary_tumor
32.0,88.10000000000001,410553.0,1.8852620412457448,27.25,3.2642229594731,60.23,57.5,477.8771,0.53125,0.7054870459234981,0.7950665101721439,0.6726190476190477,pituitary_tumor
33.5,86.5,390617.0,1.8534267965765856,36.5,1.9242907620897736,60.15625,57.5,450.15266927083326,0.532012432012432,0.6304908297748639,0.7451599326599326,0.4240767735665694,pituitary_tumor
34.0,83.0,251226.0,1.505044302152452,22.0,2.5822638865069782,61.12903225806452,61.0,315.27367325702386,0.1770833333333333,0.8277777777777775,0.8145685579196217,0.3,pituitary_tumor
29.2,79.4,191857.0,1.73798570634413,21.0,3.313815102402083,56.9622641509434,56.0,375.243859024564,0.25,0.4673202614379083,0.8703165374677003,0.1269841269841269,pituitary_tumor
35.0,96.0,271170.0,1.925456222154224,32.0,2.3419953550194283,65.15789473684211,71.0,511.8171745152354,0.8857142857142856,0.4034810126582278,0.8664302600472813,0.485969387755102,pituitary_tumor
23.6,84.6,58328.0,1.930124965314968,30.0,3.09976191438911,56.13333333333333,59.0,737.5822222222223,0.875,-0.1056149732620319,0.9464285714285714,0.1964285714285714,pituitary_tumor
27.0,59.3,92425.0,1.280672129520886,23.0,1.836773241249996,41.9375,39.5,166.76692708333334,0.2833333333333333,0.5301725156563863,0.6754761904761903,0.8942307692307692,pituitary_tumor
8.0,77.2,174213.0,1.974175432174834,54.0,2.7679800666747623,41.26086956521739,36.0,822.3667296786391,0.6464285714285714,0.6461241905596341,0.8035523504273504,0.891339869281046,pituitary_tumor
31.0,93.3,765377.0,2.1009916011146763,31.0,3.371871362566271,62.708333333333336,64.0,623.4804067460316,0.4894362883493317,0.7853469341681861,0.763168549905838,0.7203184185606061,pituitary_tumor
24.0,89.0,312340.0,2.165399665859463,41.0,2.9273603194823767,55.48148148148148,53.0,777.8545953360768,0.5614583333333334,0.7915462060126155,0.7747171717171717,0.3640101201771031,pituitary_tumor
28.1,94.7,224457.0,2.071972070041735,33.25,3.4394016497565603,58.94230769230769,54.5,842.2851331360948,0.2140151515151515,0.8135975714531185,0.7829340277777778,0.1556145004420866,pituitary_tumor
34.1,97.9,523469.0,1.7438427992850474,37.0,2.068938905533438,71.51086956521739,79.5,576.0759688090736,0.4994318181818182,0.720104376715804,0.8003405789399094,0.8178267045454545,pituitary_tumor
34.0,107.80000000000004,445884.0,2.1603143988564266,45.0,2.382689139246725,69.92207792207792,62.0,901.604317760162,0.5983766233766233,0.7240371637116535,0.8226484674329503,1.2926282051282052,pituitary_tumor
14.6,82.39999999999999,65321.0,1.987516816236264,40.5,3.179468863343953,42.375,29.5,926.0677083333334,0.8333333333333334,0.4343434343434344,0.85,0.3645833333333333,pituitary_tumor
22.0,86.5,131618.0,2.02494497508471,28.5,2.826766273380198,55.22222222222222,53.5,606.5617283950619,0.4125,0.6008960573476699,0.8544146825396826,0.3359375,pituitary_tumor
28.6,79.4,167340.0,1.843965425599732,15.0,3.816461356823123,50.24561403508772,50.0,411.1677439212065,1.2098214285714286,0.521758409882334,0.7842377260981912,0.5203059071729959,pituitary_tumor
33.9,78.0,167762.0,1.5135405379439106,14.25,4.803602696369013,55.32,56.5,294.9376000000001,0.3,0.3767983789260383,0.8316326530612245,0.3741071428571429,pituitary_tumor
7.0,123.5,351861.0,2.3542389229094205,96.25,1.7328180464847178,56.10606060606061,45.0,2183.337235996327,0.5642857142857143,0.9290727033351324,0.807919621749409,0.2542892156862745,pituitary_tumor
30.0,58.80000000000001,140382.0,1.4196534967590408,13.0,5.06682490750322,43.875,46.0,268.45312500000006,0.3,0.4327033267685906,0.7107947530864197,0.7089793281653748,pituitary_tumor
7.4,77.0,100821.0,2.024201411637364,30.0,2.325335447576317,45.91891891891892,48.0,616.344777209642,1.0833333333333333,0.2851117740799898,0.8224103009259259,0.1653481012658227,pituitary_tumor
5.2,70.80000000000001,77284.0,1.911413365967662,47.5,2.3247933426045058,39.3125,42.5,869.65234375,0.7625,0.5584639498432601,0.8206521739130435,0.2681818181818182,pituitary_tumor
4.0,62.0,61137.0,1.657705873525969,47.0,1.535357905610663,30.5609756097561,29.0,557.1731112433075,0.4249999999999999,0.4682526332652488,0.7509920634920635,0.3452380952380953,pituitary_tumor
6.7,82.0,218585.0,2.069727530880155,54.5,2.4409998759565434,47.22058823529412,50.5,984.7013408304498,0.8680555555555556,0.736977125783699,0.8354946145124718,0.7563559322033898,pituitary_tumor
7.800000000000001,76.20000000000002,134722.0,1.9775161898080005,49.0,2.4401564289219486,38.3728813559322,29.0,810.9457052571099,0.5972222222222222,0.6925271240892824,0.7516025641025641,0.7259803921568627,pituitary_tumor
10.0,82.5,143543.0,2.075127908371918,48.0,1.934241688118908,48.58695652173913,49.5,759.8076559546315,0.7202380952380952,0.5542490118577075,0.8256172839506173,0.6388888888888888,pituitary_tumor
20.8,130.8,404883.0,2.590068241315374,71.0,1.8691564226382305,72.29824561403508,72.0,1876.174207448446,0.925,0.7903688390515979,0.8271604938271605,0.2091307814992025,pituitary_tumor
17.7,112.60000000000004,207127.0,2.3877966096352075,48.0,2.669187300435146,55.72916666666666,48.0,1209.4058159722224,1.44375,0.4820487510803751,0.8532529239766082,0.5966666666666667,pituitary_tumor
19.2,92.6,147285.0,2.0845098806889037,33.0,2.2923014167368767,57.0,59.0,731.6756756756755,1.3791666666666669,0.1966403162055335,0.7901234567901234,0.4653532608695653,pituitary_tumor
8.0,140.2,329916.0,2.5014213435952724,74.0,1.967929322757039,59.89090909090909,48.0,2411.5517355371903,1.7499999999999998,0.4716804953938137,0.8740740740740741,0.2924528301886792,pituitary_tumor
7.7,111.70000000000005,200996.0,2.3250112108241745,52.25,3.337396033449767,48.708333333333336,34.5,1814.914930555556,0.3863095238095238,0.9001300562405362,0.7766782407407408,0.3043650793650793,pituitary_tumor
12.0,110.70000000000014,329141.0,2.323761308222865,27.25,4.495592432156729,51.8875,45.0,1421.9498437499997,0.6705128205128206,0.7546939488751603,0.8304608585858586,0.5555854885057471,pituitary_tumor
24.3,129.80000000000004,109693.0,2.2981191176539006,44.0,2.5490184674841987,59.5,44.0,1445.7954545454545,3.0,-0.0937499999999998,0.9642857142857144,0.2243589743589744,pituitary_tumor
30.8,104.4,131837.0,2.098763175857133,53.0,2.076375670498903,62.333333333333336,49.0,997.4074074074072,2.395833333333333,-0.0507726269315671,0.8695652173913043,0.3124999999999999,pituitary_tumor
10.2,104.4,275209.0,2.364391957177058,31.75,3.785288212111777,55.62903225806452,51.5,1344.2656087408952,0.6607142857142857,0.8038184022219688,0.7789855072463768,0.1295336787564767,pituitary_tumor
23.0,93.6,571834.0,2.3341705770476486,39.0,5.3111296982102605,58.32520325203252,56.0,1247.2275761782007,1.26898485146567,0.6033227467937704,0.7762952559300873,0.3910180037066454,pituitary_tumor
30.200000000000003,89.0,447084.0,2.065174469727174,33.0,3.3861784754855164,60.79611650485437,60.0,644.4535771514752,0.5958874458874459,0.5727732574002788,0.7010825163398693,0.5246536267318663,pituitary_tumor
26.9,97.70000000000002,465242.0,2.107080279654185,26.75,3.5736300818741475,65.80434782608695,68.5,726.76606805293,0.5168803418803418,0.6928103825679052,0.827997512437811,0.3557380373073803,pituitary_tumor
22.0,86.0,464657.0,1.9961250372381596,32.5,4.151198866436692,65.68131868131869,76.0,792.0852554039368,0.4017857142857143,0.7628270065886603,0.799974358974359,0.3117757327880027,pituitary_tumor
28.4,88.9,136284.0,1.6743986930257626,33.25,2.7589604209539447,65.28571428571429,77.5,605.0612244897959,1.0625,0.4636363636363636,0.8125,0.0782967032967033,pituitary_tumor
12.0,118.9,295973.0,2.446898586162514,65.25,1.8776620486983768,55.91935483870968,40.0,1646.783818938606,0.4931457431457431,0.8924309618978065,0.8643986406619386,0.613978494623656,pituitary_tumor
43.6,104.4,459660.0,2.114299827865532,23.0,3.8955457686362704,75.15068493150685,76.0,649.0868830925127,0.4127525252525252,0.7912346718876302,0.7971029589371981,0.1367900608519269,pituitary_tumor
46.6,150.8,648101.0,2.6565652716490016,58.5,2.4471277572591714,92.23809523809524,87.0,1779.4512471655332,1.0666937229437228,0.8561011817863257,0.8272979797979798,0.1944686411149825,pituitary_tumor
21.0,103.0,722012.0,2.4332358509417475,55.25,2.1321886106252625,68.34920634920636,72.5,1058.639959687579,0.6612373737373737,0.7834817855247275,0.7464819261037748,0.438897555902236,pituitary_tumor
9.400000000000002,108.8,407805.0,2.3366176164601278,41.5,2.6592030728894005,61.14457831325301,65.0,1174.653795906518,0.413037330316742,0.7719295315358307,0.7591707448285437,0.2338957759412304,pituitary_tumor
13.800000000000004,114.60000000000002,601521.0,2.311278027136481,37.0,2.721267734498604,71.78350515463917,71.0,1048.3758103943037,0.3858173076923077,0.8572165236981633,0.6924913194444444,0.3228328865058087,pituitary_tumor
29.700000000000003,123.0,677014.0,2.401618108219602,41.25,2.6397709915891143,70.58181818181818,64.0,1172.8796694214875,0.5934640522875818,0.8066601169655789,0.7694571249552453,0.3416906130268199,pituitary_tumor
12.400000000000002,104.8,670178.0,2.3363740425960917,41.0,2.898721529095356,66.09756097560975,64.0,1079.7140590918102,0.6975108225108225,0.7531718137596637,0.7523578042328042,0.3695371878393051,pituitary_tumor
41.0,89.6,269300.0,1.9105875624122617,25.5,4.232217068441866,62.0,56.5,499.5483870967742,0.2333333333333333,0.8268349911913346,0.7065,0.1829288025889968,pituitary_tumor
10.0,112.6,241790.0,2.398686339158903,58.0,2.467813717318115,55.345454545454544,51.0,1333.062479338843,0.5602564102564103,0.9030263053462296,0.7892797469865138,0.2882882882882883,pituitary_tumor
40.0,79.20000000000002,372232.0,1.5773170693823368,25.5,3.678020410933392,61.84444444444444,65.0,311.1758024691359,0.4418803418803418,0.544520510808356,0.7668703703703703,1.4150516795865635,pituitary_tumor
7.9,62.1,72610.0,1.773719189416471,40.75,1.8249424956137168,36.15,38.5,508.4275,0.7125,0.5751851045296166,0.9225127551020408,0.6862244897959183,pituitary_tumor
27.6,68.4,72521.0,1.4536769856038898,19.0,2.603422910988118,49.44444444444444,52.0,241.20987654320996,0.825,0.318181818181818,0.7532894736842105,0.2429577464788732,pituitary_tumor
50.00000000000001,128.4,216025.0,2.4732696895151065,33.0,3.5322086426553123,86.76,78.0,1113.7024000000004,0.8541666666666666,0.2805825242718447,0.8125,0.0951704545454545,pituitary_tumor
49.400000000000006,108.8,310400.0,2.2121357224145477,30.25,4.001304184579666,80.19047619047619,74.5,959.9637188208618,0.5645833333333333,0.6769834870628502,0.7959229390681003,0.1385696040868454,pituitary_tumor
52.400000000000006,127.4,280436.0,2.1404484512349047,38.0,1.9971812450596185,85.48571428571428,78.0,704.6497959183673,1.8794642857142856,0.0183527407636066,0.8953703703703704,0.7376543209876544,pituitary_tumor
51.4,104.8,217805.0,1.900735385336968,21.0,3.228346823725152,73.32432432432432,72.0,510.1650840029218,0.8958333333333333,0.4497393513579839,0.8536111111111111,0.2673076923076923,pituitary_tumor
42.4,97.4,200660.0,1.7772019560646295,29.5,2.9005676678715835,64.55813953488372,60.0,498.75824770146016,0.559208152958153,0.5789558891218987,0.7831999999999999,0.3117283950617284,pituitary_tumor
13.1,104.39999999999998,239173.0,2.312870542224147,51.25,3.08260582916246,51.95161290322581,44.5,1158.6589490114463,0.7321428571428571,0.6843297973875644,0.7728940568475452,0.4705075445816187,pituitary_tumor
10.9,79.1,248011.0,1.951601597307293,36.75,4.83677863914645,52.3,58.5,807.7242857142857,0.7548701298701299,0.707733652670866,0.8414028876856866,0.3249525616698292,pituitary_tumor
10.0,53.0,83716.0,1.5545014754530126,28.0,2.2519405378895763,32.65573770491803,30.0,305.9962375705456,0.6423611111111112,0.3085495297130411,0.8460047281323877,1.3579545454545456,pituitary_tumor
38.4,65.60000000000001,239167.0,1.0091580521991406,14.5,3.837063943658058,55.29333333333334,59.0,131.54062222222225,0.0590277777777777,0.8672771672771659,0.605951388888889,0.0889748549323017,pituitary_tumor
17.3,71.7,115219.0,1.9299934608008475,30.0,2.932086033006719,40.31481481481482,33.5,508.4008916323731,0.3821969696969696,0.4878444726005701,0.8389227642276423,0.5940860215053761,pituitary_tumor
19.5,69.5,118885.0,1.6162104802415134,30.25,2.6994649501902725,41.58928571428572,38.5,393.27774234693874,0.3662698412698413,0.3999371766444936,0.7251507936507936,0.5977477477477477,pituitary_tumor
7.6,55.1,40295.0,1.594360937770432,21.5,9.797756741865651,31.041666666666668,24.5,715.373263888889,0.0,0.9999999999999996,0.8928571428571429,0.0,pituitary_tumor
13.0,158.6,248194.0,2.25282658096943,39.0,2.4811820766170047,68.54545454545455,47.0,2822.550964187328,0.275,0.6569751262950595,0.6527777777777778,0.0915697674418604,pituitary_tumor
15.0,160.9000000000001,411232.0,2.756997840556104,68.0,3.5278796534072803,67.70370370370371,53.0,3031.6159122085046,1.1671626984126984,0.5262013941624316,0.852874677002584,0.2676470588235294,pituitary_tumor
19.1,114.9,188657.0,2.4110730584672875,46.25,2.953758010710823,55.73809523809524,46.5,1385.098072562358,1.5,-0.0341997264021886,0.8594771241830065,0.352803738317757,pituitary_tumor
58.4,96.60000000000004,288614.0,1.521842653940301,9.5,6.569216739304256,79.11627906976744,78.0,452.5678745267711,0.6541666666666667,0.2818824705938376,0.8127173091458805,0.14917055469155,pituitary_tumor
53.2,123.20000000000005,347706.0,2.229587665490597,24.5,4.57552482874046,83.77272727272727,77.0,884.5392561983472,0.3678571428571428,0.5903661686035785,0.818758686270207,0.0928442028985506,pituitary_tumor
52.5,118.5,445141.0,2.173630457209174,28.0,4.81044453720298,84.01785714285714,81.0,889.9461096938777,1.40625,0.5666709881229548,0.8270502645502646,0.1728971962616823,pituitary_tumor
57.0,118.9,1321251.0,2.104590451576949,34.5,3.556631981034579,83.18023255813954,73.5,762.74077203894,0.2925983977708115,0.8700265951586614,0.7406696428571429,0.3552208166888593,pituitary_tumor
44.3,66.0,280763.0,0.7713111060849778,12.0,2.3937335973177247,57.20238095238095,60.5,70.3042800453515,0.13125,0.6891025641025633,0.6546187363834423,1.617117117117117,pituitary_tumor
57.8,94.6,273306.0,1.4061761514977535,23.0,5.8824948441744445,75.64444444444445,74.0,351.3846913580247,0.6208333333333333,-0.1749999999999999,0.8659336419753086,0.3255305867665418,pituitary_tumor
11.500000000000004,104.5,266598.0,2.3890650820257195,54.5,2.446418303082333,54.5,57.5,1195.3437499999998,0.7446428571428572,0.7774587137897675,0.8443396226415094,0.5089563862928349,pituitary_tumor
8.0,83.5,152656.0,2.046506260493383,46.75,2.057276024974852,43.85714285714285,45.5,802.5510204081631,0.46875,0.7807786375000934,0.7847222222222222,0.4435096153846153,pituitary_tumor
6.0,82.4,333684.0,2.052343586941634,60.5,2.43220676644692,48.888888888888886,56.0,980.4219977553312,0.4073717948717948,0.8376553410228551,0.7824754901960784,0.5056464174454828,pituitary_tumor
16.1,86.9,270617.0,2.0648633245762813,34.0,2.859621115766672,55.23611111111112,58.0,707.5414737654321,0.4840277777777778,0.7187877969265148,0.7949620627572017,0.1888392857142857,pituitary_tumor
